app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,To Warehouse (Optional),,,,erpnext,إلى مستودع (اختياري),,إلى مستودع (اختياري),,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Reposting Settings,,,,erpnext,,إعدادات إعادة نشر المخزون,إعدادات إعادة نشر المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Target Warehouse Address,,,,erpnext,عنوان المستودع المستهدف,,عنوان المستودع المستهدف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate ""BOM Explosion Item"" table as per new BOM.
It also updates latest price in all the BOMs.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Target warehouse is mandatory for row {0},,,,erpnext,المستودع المستهدف إلزامي للصف {0}\n<br>\nTarget warehouse is mandatory for row {0},,المستودع المستهدف إلزامي للصف {0}\n<br>\nTarget warehouse is mandatory for row {0},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Row #{0}: Stock is already reserved for the Item {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Don't Enforce Free Item Qty,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Serial No,,,,erpnext,الرقم التسلسلي للصنف,,الرقم التسلسلي للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Group Defaults,,,,erpnext,افتراضيات مجموعة العناصر,,افتراضيات مجموعة العناصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Repost Item Valuation restarted for selected failed records.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Type of Material,,,,erpnext,,نوع المادة,نوع المادة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Cannot change Attributes after stock transaction. Make a new Item and transfer stock to the new Item,,,,erpnext,لا يمكن تغيير سمات بعد معاملة الأسهم. جعل عنصر جديد ونقل الأسهم إلى البند الجديد,,لا يمكن تغيير سمات بعد معاملة الأسهم. جعل عنصر جديد ونقل الأسهم إلى البند الجديد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Backflush Raw Materials From Work-in-Progress Warehouse,,,,erpnext,المواد الخام Backflush من مستودع في التقدم في العمل,,المواد الخام Backflush من مستودع في التقدم في العمل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,(F) Change in Stock Value,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,{0} is mandatory for Item {1},,,,erpnext,{0} إلزامي للصنف {1}\n<br>\n{0} is mandatory for Item {1},,{0} إلزامي للصنف {1}\n<br>\n{0} is mandatory for Item {1},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Allow Item to Be Added Multiple Times in a Transaction,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"""Customer Provided Item"" cannot be Purchase Item also",,,,erpnext,"""الأصناف المقدمة من العملاء"" لا يمكن شرائها",,"""الأصناف المقدمة من العملاء"" لا يمكن شرائها",,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Total Consumed Material Cost (via Stock Entry),,,,erpnext,إجمالي تكلفة المواد المستهلكة (عبر إدخال المخزون),,إجمالي تكلفة المواد المستهلكة (عبر إدخال المخزون),,inventory,pending,,,,,,,,,,,,Approved,
erpnext,<li>Item {0} in row(s) {1} billed more than {2}</li>,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,Row #{0}: Rejected Warehouse is mandatory for the rejected Item {1},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Asset Repair Consumed Item,,,,erpnext,,عنصر مستهلك لإصلاح الأصل,عنصر مستهلك لإصلاح الأصل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Pricing Rule Item Group,,,,erpnext,مجموعة قاعدة التسعير,,مجموعة قاعدة التسعير,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Finished Good Item is not specified for service item {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Users can consume raw materials and add semi-finished goods or final finished goods against the operation using job cards.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row {0}: Expense Head changed to {1} as no Purchase Receipt is created against Item {2}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Finished Good Item {0} Qty can not be zero,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Cannot delete item {1} which is assigned to customer's purchase order.,,,,erpnext,الصف # {0}: لا يمكن حذف العنصر {1} الذي تم تعيينه لأمر شراء العميل.,,الصف # {0}: لا يمكن حذف العنصر {1} الذي تم تعيينه لأمر شراء العميل.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,This item filter has already been applied for the {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Allow Excess Material Transfer,,,,erpnext,,السماح بنقل مواد زائدة,السماح بنقل مواد زائدة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items to Reserve,,,,erpnext,,أصناف للحجز,أصناف للحجز,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Warehouse: {0} does not belong to {1},,,,erpnext,المستودع: {0} لا ينتمي إلى {1},,المستودع: {0} لا ينتمي إلى {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Auto Material Requests Generated,,,,erpnext,إنشاء طلب مواد تلقائي,,إنشاء طلب مواد تلقائي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Maintenance Schedule Item,,,,erpnext,جدول صيانة صنف,,جدول صيانة صنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Against Stock Entry,,,,erpnext,ضد دخول الأسهم,,ضد دخول الأسهم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"For the {0}, no stock is available for the return in the warehouse {1}.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row {0}: Item Tax template updated as per validity and rate applied,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,{0} entered twice in Item Tax,,,,erpnext,{0} ادخل مرتين في ضريبة البند,,{0} ادخل مرتين في ضريبة البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Backdated Stock Entry,,,,erpnext,إدخال مخزون مؤرخ,,إدخال مخزون مؤرخ,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Bill of Materials not found for the Item {1},,,,erpnext,صف {0}: من مواد مشروع القانون لم يتم العثور على هذا البند {1},,صف {0}: من مواد مشروع القانون لم يتم العثور على هذا البند {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"A Product or a Service that is bought, sold or kept in stock.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"If items in stock, proceed with Material Transfer or Purchase.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,The items {items} are not marked as {type_of} item. You can enable them as {type_of} item from their Item masters.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Remove item if charges is not applicable to that item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Allow to Make Quality Inspection after Purchase / Delivery,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Reservation Warehouse Mismatch,,,,erpnext,,عدم تطابق مستودع حجز المخزون,عدم تطابق مستودع حجز المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Warehouse Detail,,,,erpnext,تفاصيل المستودع,,تفاصيل المستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,List items that form the package.,,,,erpnext,قائمة اصناف التي تتشكل حزمة.,,قائمة اصناف التي تتشكل حزمة.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Installation date cannot be before delivery date for Item {0},,,,erpnext,تاريخ التركيب لا يمكن أن يكون قبل تاريخ التسليم للبند {0},,تاريخ التركيب لا يمكن أن يكون قبل تاريخ التسليم للبند {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Target Warehouse is required before Submit,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Party Item Code,,,,erpnext,,كود صنف الجهة,كود صنف الجهة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Automatically Add Taxes and Charges from Item Tax Template,,,,erpnext,إضافة الضرائب والرسوم تلقائيا من قالب الضريبة البند,,إضافة الضرائب والرسوم تلقائيا من قالب الضريبة البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Sales Order Packed Item,,,,erpnext,,صنف معبأ لأمر البيع,صنف معبأ لأمر البيع,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Tax Template Detail,,,,erpnext,البند قالب الضريبة التفاصيل,,البند قالب الضريبة التفاصيل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Warning: Sales Order {0} already exists against Customer's Purchase Order {1},,,,erpnext,تحذير: أمر البيع {0} موجود مسبقاً لأمر الشراء الخاص بالعميل {1}\n<br>\nWarning: Sales Order {0} already exists against Customer's Purchase Order {1},,تحذير: أمر البيع {0} موجود مسبقاً لأمر الشراء الخاص بالعميل {1}\n<br>\nWarning: Sales Order {0} already exists against Customer's Purchase Order {1},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).,,,,erpnext,البند {0} الكمية المطلوبة {1} لا يمكن أن تكون أقل من الحد الأدنى للطلب {2} (المحددة في البند).,,البند {0} الكمية المطلوبة {1} لا يمكن أن تكون أقل من الحد الأدنى للطلب {2} (المحددة في البند).,,inventory,pending,,,,,,,,,,,,Approved,
frappe,Slideshow Items,,,,frappe,عرض الشرائح عناصر,,عرض الشرائح عناصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Wise Tax Detail,,,,erpnext,تفصيل ضريبة وفقاً للصنف,,تفصيل ضريبة وفقاً للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Job Card Item,,,,erpnext,صنف بطاقة العمل,,صنف بطاقة العمل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,WIP Warehouse,,,,erpnext,مستودع WIP,,مستودع WIP,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Packing Slip is already created for Item {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item Default,,,,erpnext,البند الافتراضي,,البند الافتراضي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Manager,,,,erpnext,مدير المخزن,,مدير المخزن,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item for row {0} does not match Material Request,,,,erpnext,عنصر الصف {0} لا يتطابق مع طلب المواد,,عنصر الصف {0} لا يتطابق مع طلب المواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item: {0} does not exist in the system,,,,erpnext,الصنف: {0} غير موجود في النظام,,الصنف: {0} غير موجود في النظام,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Warehouse {0} does not exist,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Original Item,,,,erpnext,البند الأصلي,,البند الأصلي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Movement,,,,erpnext,,حركة المخزون,حركة المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock transactions that are older than the mentioned days cannot be modified.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Categorize by Item,,,,erpnext,,تصنيف حسب الصنف,تصنيف حسب الصنف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Batch No {0} is linked with Item {1} which has serial no. Please scan serial no instead.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item {0} is not active or end of life has been reached,,,,erpnext,البند {0} غير نشط أو تم التوصل إلى نهاية الحياة,,البند {0} غير نشط أو تم التوصل إلى نهاية الحياة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Reconciliation,,,,erpnext,جرد المخزون,,جرد المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Select Items,,,,erpnext,اختيار العناصر,,اختيار العناصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,The reserved stock will be released when you update items. Are you certain you wish to proceed?,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Inter Warehouse Transfer Settings,,,,erpnext,إعدادات نقل المستودعات الداخلية,,إعدادات نقل المستودعات الداخلية,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Rename Attribute Value in Item Attribute.,,,,erpnext,إعادة تسمية سمة السمة في سمة البند.,,إعادة تسمية سمة السمة في سمة البند.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Row #{0}: For Customer Provided Item {1}, Source Warehouse must be {2}",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Items Catalogue,,,,erpnext,,كتالوج الأصناف,كتالوج الأصناف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Warn for new Purchase Orders,,,,erpnext,تحذير لأوامر الشراء الجديدة,,تحذير لأوامر الشراء الجديدة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Scan barcode for item {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Supplier Items,,,,erpnext,المورد الأصناف,,المورد الأصناف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,This is a root item group and cannot be edited.,,,,erpnext,هذه هي مجموعة البند الجذرية والتي لا يمكن تحريرها.,,هذه هي مجموعة البند الجذرية والتي لا يمكن تحريرها.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Default Item Group,,,,erpnext,المجموعة الافتراضية للمواد,,المجموعة الافتراضية للمواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,All Items,,,,erpnext,,كل الأصناف,كل الأصناف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Source and target warehouse must be different,,,,erpnext,ويجب أن تكون مصدر ومستودع الهدف مختلفة,,ويجب أن تكون مصدر ومستودع الهدف مختلفة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Cannot transfer more than Required Qty {1} for Item {2} against Job Card {3},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Asset Value Adjustment cannot be posted before Asset's purchase date <b>{0}</b>.,,,,erpnext,لا يمكن نشر تسوية قيمة الأصل قبل تاريخ شراء الأصل <b>{0}</b> .,,لا يمكن نشر تسوية قيمة الأصل قبل تاريخ شراء الأصل <b>{0}</b> .,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Preview Required Materials,,,,erpnext,,معاينة المواد المطلوبة,معاينة المواد المطلوبة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Delivery Warehouse,,,,erpnext,مستودع تسليم,,مستودع تسليم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Applicable on Purchase Order,,,,erpnext,ينطبق على أمر الشراء,,ينطبق على أمر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Default Stock Valuation Method,,,,erpnext,,طريقة تقييم المخزون الافتراضية,طريقة تقييم المخزون الافتراضية,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row # {0}: Cannot return more than {1} for Item {2},,,,erpnext,الصف # {0}: لا يمكن الارجاع أكثر من {1} للبند {2},,الصف # {0}: لا يمكن الارجاع أكثر من {1} للبند {2},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Please select the Sub Assembly Warehouse,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Please select Qty against item {0},,,,erpnext,الرجاء اختيار الكمية ضد العنصر {0},,الرجاء اختيار الكمية ضد العنصر {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Reserve for Raw Materials,,,,erpnext,,حجز للمواد الخام,حجز للمواد الخام,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Name,,,,erpnext,اسم السلعة,اسم الصنف,اسم الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Receipt Item,,,,erpnext,اصناف استلام الشراء,,اصناف استلام الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,In Transit Warehouse,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Get Material Requests,,,,erpnext,,جلب طلبات المواد,جلب طلبات المواد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row {idx}: Asset Naming Series is mandatory for the auto creation of assets for item {item_code}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Not allowed to update stock transactions older than {0},,,,erpnext,غير مسموح بتحديث معاملات الأسهم الأقدم من {0}\n<br>\nNot allowed to update stock transactions older than {0},,غير مسموح بتحديث معاملات الأسهم الأقدم من {0}\n<br>\nNot allowed to update stock transactions older than {0},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,No of Parallel Reposting (Per Item),,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Total Active Items,,,,erpnext,,إجمالي الأصناف النشطة,إجمالي الأصناف النشطة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,{0} <b>{1}</b> has submitted Assets. Remove Item <b>{2}</b> from table to continue.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,'Update Stock' can not be checked because items are not delivered via {0},,,,erpnext,&quot;الأوراق المالية التحديث&quot; لا يمكن التحقق من أنه لم يتم تسليم المواد عن طريق {0},,&quot;الأوراق المالية التحديث&quot; لا يمكن التحقق من أنه لم يتم تسليم المواد عن طريق {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Draft stage",,,,erpnext,وقد تم إرساء المهمة كعمل خلفية. في حالة وجود أي مشكلة في المعالجة في الخلفية ، سيقوم النظام بإضافة تعليق حول الخطأ في تسوية المخزون هذا والعودة إلى مرحلة المسودة,,وقد تم إرساء المهمة كعمل خلفية. في حالة وجود أي مشكلة في المعالجة في الخلفية ، سيقوم النظام بإضافة تعليق حول الخطأ في تسوية المخزون هذا والعودة إلى مرحلة المسودة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Operation & Materials,,,,erpnext,,العملية والمواد,العملية والمواد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Last Stock Transaction for item {0} under warehouse {1} was on {2}.,,,,erpnext,كانت آخر معاملة مخزون للبند {0} تحت المستودع {1} في {2}.,,كانت آخر معاملة مخزون للبند {0} تحت المستودع {1} في {2}.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item 4,,,,erpnext,صنف رقم 4,,صنف رقم 4,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"If rate is zero then item will be treated as ""Free Item""",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Is Sub Assembly Item,,,,erpnext,,صنف تجميع فرعي,صنف تجميع فرعي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,`Allow Negative rates for Items`,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Auto Create Purchase Receipt,,,,erpnext,,إنشاء إيصال شراء تلقائيا,إنشاء إيصال شراء تلقائيا,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Material Transferred,,,,erpnext,نقل المواد,,نقل المواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Cannot cancel Stock Reservation Entry {0}, as it has used in the work order {1}. Please cancel the work order first or unreserved the stock",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Reserve Warehouse,,,,erpnext,احتياطي مستودع,,احتياطي مستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please select an item code before setting the warehouse.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Party Specific Item,,,,erpnext,,صنف خاص بالجهة,صنف خاص بالجهة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Backflush Raw Materials,,,,erpnext,المواد الخام Backflush,,المواد الخام Backflush,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item operation,,,,erpnext,عملية الصنف,,عملية الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Fetching Material Requests...,,,,erpnext,,جار جلب طلبات المواد...,جار جلب طلبات المواد...,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Add Phantom Item,,,,erpnext,,إضافة صنف وهمي,إضافة صنف وهمي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Include Zero Stock Items,,,,erpnext,,تضمين أصناف المخزون الصفري,تضمين أصناف المخزون الصفري,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Please enter Purchase Receipt first,,,,erpnext,الرجاء إدخال إيصال الشراء أولا\n<br>\nPlease enter Purchase Receipt first,,الرجاء إدخال إيصال الشراء أولا\n<br>\nPlease enter Purchase Receipt first,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
frappe,Purchase Master Manager,,,,frappe,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Work-in-Progress Warehouse is required before Submit,,,,erpnext,مستودع أعمال جارية مطلوب قبل التسجيل\n<br>\nWork-in-Progress Warehouse is required before Submit,,مستودع أعمال جارية مطلوب قبل التسجيل\n<br>\nWork-in-Progress Warehouse is required before Submit,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Not in Stock,,,,erpnext,,غير متوفر في المخزون,غير متوفر في المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Expected Stock Value,,,,erpnext,,قيمة المخزون المتوقعة,قيمة المخزون المتوقعة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,To Track inbound purchase,,,,erpnext,لتتبع الشراء الوارد,,لتتبع الشراء الوارد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Cost of Delivered Items,,,,erpnext,تكلفة السلع والمواد المسلمة,,تكلفة السلع والمواد المسلمة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Source and Target Warehouse cannot be the same for Material Transfer,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"The stock has been reserved for the following Items and Warehouses, un-reserve the same to {0} the Stock Reconciliation: <br /><br /> {1}",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,Opportunity Item,,,,erpnext,فرصة السلعة,,فرصة السلعة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Same Item,,,,erpnext,نفس البند,,نفس البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Free item code is not selected,,,,erpnext,لم يتم تحديد رمز العنصر المجاني,,لم يتم تحديد رمز العنصر المجاني,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock transactions before {0} are frozen,,,,erpnext,يتم تجميد المعاملات المخزنية قبل {0},,يتم تجميد المعاملات المخزنية قبل {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please click on 'Generate Schedule' to fetch Serial No added for Item {0},,,,erpnext,"الرجاء النقر على ""إنشاء جدول"" لجلب الرقم التسلسلي المضاف للبند {0}",,"الرجاء النقر على ""إنشاء جدول"" لجلب الرقم التسلسلي المضاف للبند {0}",,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Get Items From,,,,erpnext,الحصول على البنود من,,الحصول على البنود من,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,No items are available in sales orders {0} for production,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Multiple items cannot be marked as finished item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Expense,,,,erpnext,,مصروف الشراء,مصروف الشراء,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,% Raw Material Returned,,,,erpnext,,نسبة المواد الخام المرتجعة,نسبة المواد الخام المرتجعة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Website Item Group,,,,erpnext,مجموعة الأصناف للموقع,,مجموعة الأصناف للموقع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Template Item Selected,,,,erpnext,,تم تحديد صنف قالب,تم تحديد صنف قالب,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item and Warranty Details,,,,erpnext,البند والضمان تفاصيل,,البند والضمان تفاصيل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item qty can not be updated as raw materials are already processed.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"If the item is transacting as a Zero Valuation Rate item in this entry, please enable 'Allow Zero Valuation Rate' in the {0} Item table.",,,,erpnext,إذا كان العنصر يتعامل كعنصر سعر تقييم صفري في هذا الإدخال ، فالرجاء تمكين &quot;السماح بمعدل تقييم صفري&quot; في جدول العناصر {0}.,,إذا كان العنصر يتعامل كعنصر سعر تقييم صفري في هذا الإدخال ، فالرجاء تمكين &quot;السماح بمعدل تقييم صفري&quot; في جدول العناصر {0}.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,This is a location where scraped materials are stored.,,,,erpnext,هذا هو الموقع حيث يتم تخزين المواد كشط.,,هذا هو الموقع حيث يتم تخزين المواد كشط.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Mandatory Purchase Order,,,,erpnext,أمر شراء إلزامي,,أمر شراء إلزامي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Sub Assembly Item,,,,erpnext,,صنف تجميع فرعي,صنف تجميع فرعي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Avg Rate (Balance Stock),,,,erpnext,,متوسط السعر (رصيد المخزون),متوسط السعر (رصيد المخزون),,inventory,missing,,,,,,,,,,,,Pending,
erpnext,An error occurred for certain Items while creating Material Requests based on Re-order level. Please rectify these issues :,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Update Billed Amount in Purchase Order,,,,erpnext,,تحديث المبلغ المفوتر في أمر الشراء,تحديث المبلغ المفوتر في أمر الشراء,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"The users with this Role are allowed to create/modify a stock transaction, even though the transaction is frozen.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
