source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Retailer,تاجر تجزئة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/sales_partner_type.txt:5
Return Raw Material to Customer,إرجاع المادة الخام إلى العميل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/operations/install_fixtures.py:126; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/stock/doctype/stock_entry_type/stock_entry_type.json:None
Rod,قصبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Roles Allowed to Set and Edit Frozen Account Entries,الأدوار المسموح لها بتعيين وتعديل قيود الحسابات المجمدة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Salary Currency,عملة الراتب,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Sales Representative,مندوب مبيعات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:28
Sazhen,ساجين,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Second,ثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Secretary,أمين السر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:29
Securities & Commodity Exchanges,بورصات الأوراق المالية والسلع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:42
Select Date of Birth. This will validate Employees age and prevent hiring of under-age staff.,حدد تاريخ الميلاد. سيتحقق هذا من عمر الموظفين ويمنع توظيف القاصرين.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.js:120
"Select Date of joining. It will have impact on the first salary calculation, Leave allocation on pro-rata bases.",حدد تاريخ الالتحاق بالعمل. سيؤثر ذلك في حساب الراتب الأول وتخصيص الإجازات على أساس تناسبي.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.js:127
Select a Company this Employee belongs to.,حدد الشركة التي ينتمي إليها هذا الموظف.,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.js:115
Select your weekly off day,حدد يوم عطلتك الأسبوعية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.js:65
Send regular summary reports via Email.,إرسال تقارير ملخصة دورية عبر البريد الإلكتروني.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/email_digest/email_digest.json:None
Service Expense Account,حساب مصروف الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None
Set default {0} account for non stock items,تعيين حساب {0} الافتراضي للأصناف غير المخزنية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.py:564
Slug/Cubic Foot,سبيكة/قدم مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Soap & Detergent,الصابون والمنظفات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:44
Software Developer,مطور برمجيات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:30
Specify Exchange Rate to convert one currency into another,حدد سعر الصرف لتحويل عملة إلى أخرى,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/currency_exchange/currency_exchange.json:None
Sports,الرياضة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:46
Square Centimeter,سنتيمتر مربع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Square Foot,قدم مربع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Square Inch,بوصة مربعة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Square Kilometer,كيلومتر مربع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Square Meter,متر مربع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Square Mile,ميل مربع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Square Yard,ياردة مربعة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Start Deletion,بدء الحذف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.js:21
Stock and Manufacturing,المخزون والتصنيع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Stone,ستون,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Subcontracting Delivery,تسليم مقاولات الباطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/operations/install_fixtures.py:132; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/stock/doctype/stock_entry_type/stock_entry_type.json:None; erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.js:158; erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None
Subcontracting Return,مرتجع مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/operations/install_fixtures.py:138; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/stock/doctype/stock_entry_type/stock_entry_type.json:None
Subdivision,تقسيم إداري,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.json:None
Submit ERR Journals?,ترحيل قيود إعادة تقييم سعر الصرف؟,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Supplier Reference,مرجع المورد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/marketing_source.txt:6
Suspended,موقوف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/driver/driver.json:None; erpnext/setup/doctype/employee/employee.json:None
Tablespoon (US),ملعقة كبيرة (أمريكية),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Teaspoon,ملعقة صغيرة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Technical Atmosphere,ضغط جوي فني,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Technology,التكنولوجيا والتقنية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:47
Telecommunications,الاتصالات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:48
Television,التلفزيون,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:49
Tesla,تسلا,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
The Sales Person is linked with {0},مندوب المبيعات مرتبط بـ {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/sales_person/sales_person.py:102
There are no active Fiscal Years for which Demo Data can be generated.,لا توجد سنوات مالية نشطة يمكن إنشاء بيانات تجريبية لها.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/demo.py:108
Ton (Long)/Cubic Yard,طن (طويل)/ياردة مكعبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ton (Short)/Cubic Yard,طن (قصير)/ياردة مكعبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ton-Force (UK),طن-قوة (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ton-Force (US),طن-قوة (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Tonne,طن متري,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Tonne-Force(Metric),طن-قوة (متري),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Torr,تور,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Total Contribution Amount Against Invoices: {0},إجمالي مبلغ المساهمة مقابل الفواتير: {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/sales_person/sales_person.js:17
Total Contribution Amount Against Orders: {0},إجمالي مبلغ المساهمة مقابل أوامر البيع: {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/sales_person/sales_person.js:10
Total Holidays,إجمالي العطلات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.json:None
Transaction Deletion Document: {0} is running for this Company. {1},مستند حذف المعاملات: {0} قيد التشغيل لهذه الشركة. {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:504
Transaction Deletion Record,سجل حذف المعاملة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Transaction Deletion Record Item,عنصر سجل حذف المعاملة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record_item/transaction_deletion_record_item.json:None
Transportation,النقل والمواصلات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:50
Unit,الوحدة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
"Upon enabling this, the JV will be submitted for a different exchange rate.",عند تفعيل هذا الخيار، سيتم تقديم قيد اليومية بسعر صرف مختلف.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
User Forum,منتدى المستخدمين,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/install.py:194
User {0}: Removed Employee Self Service role as there is no mapped employee.,المستخدم {0}: تمت إزالة دور الخدمة الذاتية للموظف لعدم وجود موظف مرتبط.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.py:246
User {0}: Removed Employee role as there is no mapped employee.,المستخدم {0}: تمت إزالة دور الموظف لعدم وجود موظف مرتبط.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.py:241
Vara,فارا,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Venture Capital,رأس المال الجريء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:51
Versta,فيرستا,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Vice President,نائب الرئيس,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:31
Volt-Ampere,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Walk In,زائر مباشر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/marketing_source.txt:10
Watt,واط,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Watt-Hour,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Wavelength In Gigametres,الطول الموجي بالجيجامتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Wavelength In Kilometres,الطول الموجي بالكيلومتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Wavelength In Megametres,الطول الموجي بالميجامتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Yard,ياردة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
{0} currency must be same as company's default currency. Please select another account.,يجب أن تكون عملة {0} مطابقة لعملة الشركة الافتراضية. يُرجى تحديد حساب آخر.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.py:283
{0} entered twice {1} in Item Taxes,تم إدخال {0} مرتين {1} في ضرائب الأصناف,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/item_group/item_group.py:48; erpnext/stock/doctype/item/item.py:454
{0} is already running for {1},{0} قيد التشغيل بالفعل لـ {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:198
{0} is not running. Cannot trigger events for this Document,{0} ليس قيد التشغيل. لا يمكن تشغيل الأحداث لهذا المستند,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:206
{0}: {1} is a group account.,{0}: {1} حساب تجميعي.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.py:270
