source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
Owned,مملوك,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pair,زوج,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Parts Per Million,جزء في المليون,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pascal,باسكال,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Passport Details,تفاصيل جواز السفر,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Passport Number,رقم جواز السفر,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Peck (UK),بيك (بريطاني),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Peck (US),بيك (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pension Funds,صناديق التقاعد,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Personal Details,تفاصيل شخصية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pharmaceuticals,الأدوية والمستحضرات الصيدلانية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pint (UK),باينت (بريطاني),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pint (US),باينت (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
"Pint, Dry (US)",باينت جاف (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
"Pint, Liquid (US)",باينت سائل (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Please select a country,يُرجى تحديد بلد,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pond,بوند,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pood,بود,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound,رطل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound-Force,,EXCEPTION-technical (keep vendor rendering; no translation),Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound/Cubic Foot,رطل/قدم مكعب,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound/Cubic Inch,رطل/بوصة مكعبة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound/Cubic Yard,رطل/ياردة مكعبة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound/Gallon (UK),رطل/جالون (بريطاني),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Pound/Gallon (US),رطل/جالون (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Poundal,باوندال,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Preferred Contact Email,بريد الاتصال المفضل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Preferred Email,البريد المفضل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
President,رئيس,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Private Equity,الملكية الخاصة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Process in Single Transaction,معالجة في معاملة واحدة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Product Manager,مدير منتج,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Project Manager,مدير مشروع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Provisional Account,حساب مؤقت,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Psi/1000 Feet,رطل لكل بوصة مربعة/1000 قدم,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Publishing,النشر والطباعة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Purchase Expense,مصروف الشراء,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Purchase Expense Account,حساب مصروف الشراء,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Purchase Expense Contra Account,حساب مقابل مصروف الشراء,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Quart (UK),كوارت (بريطاني),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Quart Dry (US),كوارت جاف (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Quart Liquid (US),كوارت سائل (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Quintal,قنطار متري,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Real Estate,العقارات,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Receive from Customer,استلام من العميل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Reconciliation Takes Effect On,تسري التسوية في,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Relieving Date,تاريخ إنهاء الخدمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Report an Issue,الإبلاغ عن مشكلة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Reporting Currency,عملة التقارير,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Researcher,باحث,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Reseller,موزع معتمد,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Reset Company Default Values,إعادة تعيين القيم الافتراضية للشركة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Resignation Letter Date,تاريخ خطاب الاستقالة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Retail & Wholesale,تجارة التجزئة والجملة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Retailer,تاجر تجزئة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Return Raw Material to Customer,إرجاع المادة الخام إلى العميل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Rod,قصبة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Roles Allowed to Set and Edit Frozen Account Entries,الأدوار المسموح لها بتعيين وتعديل قيود الحسابات المجمدة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Salary Currency,عملة الراتب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Sales Representative,مندوب مبيعات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Sazhen,ساجين,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Second,ثانية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Secretary,أمين السر,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Securities & Commodity Exchanges,بورصات الأوراق المالية والسلع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Select Date of Birth. This will validate Employees age and prevent hiring of under-age staff.,حدد تاريخ الميلاد. سيتحقق هذا من عمر الموظفين ويمنع توظيف القاصرين.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
"Select Date of joining. It will have impact on the first salary calculation, Leave allocation on pro-rata bases.",حدد تاريخ الالتحاق بالعمل. سيؤثر ذلك في حساب الراتب الأول وتخصيص الإجازات على أساس تناسبي.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Select a Company this Employee belongs to.,حدد الشركة التي ينتمي إليها هذا الموظف.,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Select your weekly off day,حدد يوم عطلتك الأسبوعية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Send regular summary reports via Email.,إرسال تقارير ملخصة دورية عبر البريد الإلكتروني.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Service Expense Account,حساب مصروف الخدمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Set default {0} account for non stock items,تعيين حساب {0} الافتراضي للأصناف غير المخزنية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Slug/Cubic Foot,سبيكة/قدم مكعب,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Soap & Detergent,الصابون والمنظفات,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Software Developer,مطور برمجيات,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Specify Exchange Rate to convert one currency into another,حدد سعر الصرف لتحويل عملة إلى أخرى,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Sports,الرياضة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Centimeter,سنتيمتر مربع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Foot,قدم مربع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Inch,بوصة مربعة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Kilometer,كيلومتر مربع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Meter,متر مربع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Mile,ميل مربع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Square Yard,ياردة مربعة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Start Deletion,بدء الحذف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Stock and Manufacturing,المخزون والتصنيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Stone,ستون,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Subcontracting Delivery,تسليم مقاولات الباطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Subcontracting Return,مرتجع مقاولات باطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Subdivision,تقسيم إداري,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Submit ERR Journals?,ترحيل قيود إعادة تقييم سعر الصرف؟,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Supplier Reference,مرجع المورد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Suspended,موقوف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Tablespoon (US),ملعقة كبيرة (أمريكية),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Teaspoon,ملعقة صغيرة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Technical Atmosphere,ضغط جوي فني,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Technology,التكنولوجيا والتقنية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Telecommunications,الاتصالات,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Television,التلفزيون,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Tesla,تسلا,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
The Sales Person is linked with {0},مندوب المبيعات مرتبط بـ {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
There are no active Fiscal Years for which Demo Data can be generated.,لا توجد سنوات مالية نشطة يمكن إنشاء بيانات تجريبية لها.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Ton (Long)/Cubic Yard,طن (طويل)/ياردة مكعبة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Ton (Short)/Cubic Yard,طن (قصير)/ياردة مكعبة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Ton-Force (UK),طن-قوة (بريطاني),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Ton-Force (US),طن-قوة (أمريكي),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Tonne,طن متري,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Tonne-Force(Metric),طن-قوة (متري),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Torr,تور,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Total Contribution Amount Against Invoices: {0},إجمالي مبلغ المساهمة مقابل الفواتير: {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Total Contribution Amount Against Orders: {0},إجمالي مبلغ المساهمة مقابل أوامر البيع: {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
