app,msgid,msgstr,context,locations,comments,skip,review_notes
erpnext,Row {0}# Item {1} not found in 'Raw Materials Supplied' table in {2} {3},,,erpnext/stock/doctype/stock_entry/stock_entry.py:1483,,,
erpnext,Row {0}: Accepted Qty and Rejected Qty can't be zero at the same time.,,,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:273,,,
erpnext,Row {0}: Account {1} and Party Type {2} have different account types,,,erpnext/accounts/doctype/journal_entry/journal_entry.py:580,,,
erpnext,Row {0}: Allocated amount {1} must be less than or equal to invoice outstanding amount {2},,,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py:705,,,
erpnext,Row {0}: Allocated amount {1} must be less than or equal to remaining payment amount {2},,,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py:697,,,
erpnext,"Row {0}: As {1} is enabled, raw materials cannot be added to {2} entry. Use {3} entry to consume raw materials.",,,erpnext/stock/doctype/stock_entry/stock_entry.py:1146,,,
erpnext,Row {0}: Both Debit and Credit values cannot be zero,,,erpnext/accounts/doctype/journal_entry/journal_entry.py:899,,,
erpnext,"Row {0}: Consumed Qty {1} {2} must be less than or equal to Available Qty For Consumption
					{3} {4} in Consumed Items Table.",,,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:550,,,
erpnext,Row {0}: Cost Center {1} does not belong to Company {2},,,erpnext/controllers/accounts_controller.py:3221,,,
erpnext,Row {0}: Delivery Warehouse cannot be same as Customer Warehouse for Item {1}.,,,erpnext/controllers/subcontracting_controller.py:158,,,
erpnext,Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,,,erpnext/stock/doctype/packing_slip/packing_slip.py:128,,,
erpnext,Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,,,erpnext/assets/doctype/asset/asset.py:602,,,
erpnext,Row {0}: Expense Head changed to {1} as no Purchase Receipt is created against Item {2}.,,,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py:532,,,
erpnext,Row {0}: Expense Head changed to {1} because account {2} is not linked to warehouse {3} or it is not the default inventory account,,,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py:489,,,
erpnext,Row {0}: Expense Head changed to {1} because expense is booked against this account in Purchase Receipt {2},,,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py:514,,,
erpnext,Row {0}: From Warehouse is mandatory for internal transfers,,,erpnext/controllers/stock_controller.py:1502,,,
erpnext,Row {0}: Item Tax template updated as per validity and rate applied,,,erpnext/controllers/taxes_and_totals.py:138,,,
erpnext,Row {0}: Item rate has been updated as per valuation rate since its an internal stock transfer,,,erpnext/controllers/selling_controller.py:624,,,
erpnext,Row {0}: Item {1} must be a stock item.,,,erpnext/controllers/subcontracting_controller.py:151,,,
erpnext,Row {0}: Item {1} must be a subcontracted item.,,,erpnext/controllers/subcontracting_controller.py:166,,,
erpnext,Row {0}: Item {1}'s quantity cannot be higher than the available quantity.,,,erpnext/controllers/subcontracting_controller.py:187,,,
erpnext,Row {0}: Packed Qty must be equal to {1} Qty.,,,erpnext/stock/doctype/delivery_note/delivery_note.py:602,,,
erpnext,Row {0}: Packing Slip is already created for Item {1}.,,,erpnext/stock/doctype/packing_slip/packing_slip.py:147,,,
erpnext,Row {0}: Payment Term is mandatory,,,erpnext/accounts/doctype/payment_terms_template/payment_terms_template.py:45,,,
erpnext,Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.,,,erpnext/stock/doctype/packing_slip/packing_slip.py:141,,,
erpnext,Row {0}: Please select a BOM for Item {1}.,,,erpnext/controllers/subcontracting_controller.py:212,,,
erpnext,Row {0}: Please select an active BOM for Item {1}.,,,erpnext/controllers/subcontracting_controller.py:200,,,
erpnext,Row {0}: Please select an valid BOM for Item {1}.,,,erpnext/controllers/subcontracting_controller.py:206,,,
erpnext,Row {0}: Project must be same as the one set in the Timesheet: {1}.,,,erpnext/projects/doctype/timesheet_detail/timesheet_detail.py:114,,,
erpnext,Row {0}: Purchase Invoice {1} has no stock impact.,,,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:129,,,
erpnext,Row {0}: Qty cannot be greater than {1} for the Item {2}.,,,erpnext/stock/doctype/packing_slip/packing_slip.py:153,,,
erpnext,Row {0}: Qty in Stock UOM can not be zero.,,,erpnext/stock/doctype/stock_entry/stock_entry.py:525,,,
erpnext,Row {0}: Qty must be greater than 0.,,,erpnext/stock/doctype/packing_slip/packing_slip.py:124,,,
erpnext,Row {0}: Quantity cannot be negative.,,,erpnext/manufacturing/doctype/blanket_order/blanket_order.py:124,,,
erpnext,Row {0}: Shift cannot be changed since the depreciation has already been processed,,,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:58,,,
erpnext,Row {0}: Target Warehouse is mandatory for internal transfers,,,erpnext/controllers/stock_controller.py:1493,,,
erpnext,Row {0}: Task {1} does not belong to Project {2},,,erpnext/projects/doctype/timesheet_detail/timesheet_detail.py:125,,,
erpnext,Row {0}: The entire expense amount for account {1} in {2} has already been allocated.,,,erpnext/assets/doctype/asset_repair/asset_repair.js:158,,,
erpnext,Row {0}: The {3} Account {1} does not belong to the company {2},,,erpnext/controllers/accounts_controller.py:3198,,,
erpnext,"Row {0}: To set {1} periodicity, difference between from and to date must be greater than or equal to {2}",,,erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py:217,,,
erpnext,Row {0}: Transferred quantity cannot be greater than the requested quantity.,,,erpnext/stock/doctype/stock_entry/stock_entry.py:3243,,,
erpnext,Row {0}: Workstation or Workstation Type is mandatory for an operation {1},,,erpnext/manufacturing/doctype/bom/bom.py:1148; erpnext/manufacturing/doctype/work_order/work_order.py:397,,,
erpnext,Row {0}: {1} account already applied for Accounting Dimension {2},,,erpnext/accounts/doctype/accounting_dimension_filter/accounting_dimension_filter.py:63,,,
erpnext,Row {0}: {1} {2} cannot be same as {3} (Party Account) {4},,,erpnext/controllers/accounts_controller.py:781,,,
erpnext,Row {0}: {2} Item {1} does not exist in {2} {3},,,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:102,,,
erpnext,Row {idx}: Asset Naming Series is mandatory for the auto creation of assets for item {item_code}.,,,erpnext/controllers/buying_controller.py:1032,,,
erpnext,Row({0}): Outstanding Amount cannot be greater than actual Outstanding Amount {1} in {2},,,erpnext/accounts/doctype/invoice_discounting/invoice_discounting.py:84,,,
erpnext,Rows with Same Account heads will be merged on Ledger,,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None,Description of the 'Merge Similar Account Heads' (Check) field in DocType | 'Accounts Settings',,
erpnext,Rows: {0} have 'Payment Entry' as reference_type. This should not be set manually.,,,erpnext/accounts/doctype/journal_entry/journal_entry.js:128,,,
erpnext,Rows: {0} in {1} section are Invalid. Reference Name should point to a valid Payment Entry or Journal Entry.,,,erpnext/controllers/accounts_controller.py:281,,,
erpnext,Run parallel job cards in a workstation,تشغيل بطاقات عمل متوازية في محطة عمل,,erpnext/manufacturing/doctype/workstation/workstation.json:None,Description of the 'Job Capacity' (Int) field in DocType 'Workstation',,reviewed_glossary
erpnext,Running,جار,,erpnext/accounts/doctype/process_payment_reconciliation/process_payment_reconciliation.json:None; erpnext/accounts/doctype/process_payment_reconciliation_log/process_payment_reconciliation_log.json:None; erpnext/accounts/doctype/process_period_closing_voucher/process_period_closing_voucher.json:None; erpnext/accounts/doctype/process_period_closing_voucher_detail/process_period_closing_voucher_detail.json:None; erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,Option for the 'Status' (Select) field in DocType 'Process Payment | Reconciliation' | Reconciliation Log' | Option for the 'Status' (Select) field in DocType 'Process Period Closing | Voucher' | Voucher Detail' | Option for the 'Status' (Select) field in DocType 'Transaction Deletion | Record',,reviewed_glossary
erpnext,SCIO Detail,,,erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json:None; erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json:None,Label of the scio_detail (Data) field in DocType 'Sales Invoice Item' | Label of the scio_detail (Data) field in DocType 'Stock Entry Detail',,
erpnext,SCO Supplied Item,,,erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json:None,Label of the sco_rm_detail (Data) field in DocType 'Stock Entry Detail',,
erpnext,SLA Fulfilled On,تم استيفاء اتفاقية مستوى الخدمة عند,,erpnext/support/doctype/service_level_agreement/service_level_agreement.json:None,Label of the sla_fulfilled_on (Table) field in DocType 'Service Level | Agreement',,reviewed_glossary
erpnext,SLA Fulfilled On Status,حالة استيفاء اتفاقية مستوى الخدمة,,erpnext/support/doctype/sla_fulfilled_on_status/sla_fulfilled_on_status.json:None,Name of a DocType,,reviewed_glossary
erpnext,SLA Paused On,تم إيقاف اتفاقية مستوى الخدمة عند,,erpnext/support/doctype/service_level_agreement/service_level_agreement.json:None,Label of the pause_sla_on (Table) field in DocType 'Service Level Agreement',,reviewed_glossary
erpnext,SLA will be applied if {1} is set as {2}{3},,,erpnext/support/doctype/service_level_agreement/service_level_agreement.js:52,,,
erpnext,SLA will be applied on every {0},,,erpnext/support/doctype/service_level_agreement/service_level_agreement.js:32,,,
erpnext,SO Total Qty,إجمالي كمية أمر البيع,,erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py:107,,,reviewed_glossary
erpnext,STATEMENT OF ACCOUNTS,كشف الحساب,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:26; erpnext/accounts/report/general_ledger/general_ledger.html:60,,,reviewed_glossary
erpnext,Salary Currency,عملة الراتب,,erpnext/setup/doctype/employee/employee.json:None,Label of the salary_currency (Link) field in DocType 'Employee',,reviewed_glossary
erpnext,Sales Forecast,توقع المبيعات,,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json:None; erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None,Label of the sales_forecast (Link) field in DocType 'Master Production | Schedule' | Name of a DocType | Label of a Link in the Manufacturing Workspace,,reviewed_glossary
erpnext,Sales Forecast Item,عنصر توقع المبيعات,,erpnext/manufacturing/doctype/sales_forecast_item/sales_forecast_item.json:None,Name of a DocType,,reviewed_glossary
erpnext,Sales Incoming Rate,سعر وارد المبيعات,,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,Label of the sales_incoming_rate (Currency) field in DocType 'Purchase | Invoice Item' | Receipt Item',,reviewed_glossary
erpnext,Sales Invoice Reference,مرجع فاتورة المبيعات,,erpnext/accounts/doctype/sales_invoice_reference/sales_invoice_reference.json:None,Name of a DocType,,reviewed_glossary
erpnext,Sales Invoice Transactions,معاملات فواتير المبيعات,,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.json:None,Label of the sales_invoices (Table) field in DocType 'POS Closing Entry',,reviewed_glossary
erpnext,Sales Invoice does not have Payments,,,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:182,,,
erpnext,Sales Invoice is already consolidated,,,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:178,,,
erpnext,Sales Invoice is not created using POS,,,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:184,,,
erpnext,Sales Invoice is not submitted,,,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:190,,,
erpnext,Sales Invoice isn't created by user {},,,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:193,,,
erpnext,Sales Invoice mode is activated in POS. Please create Sales Invoice instead.,,,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:468,,,
erpnext,Sales Invoice {0} must be deleted before cancelling this Sales Order,,,erpnext/selling/doctype/sales_order/sales_order.py:576,,,
erpnext,Sales Opportunities by Campaign,,,erpnext/selling/page/sales_funnel/sales_funnel.js:150,,,
erpnext,Sales Opportunities by Medium,,,erpnext/selling/page/sales_funnel/sales_funnel.js:152,,,
erpnext,Sales Opportunities by Source,,,erpnext/selling/page/sales_funnel/sales_funnel.js:148,,,
erpnext,Sales Order Packed Item,صنف معبأ لأمر البيع,,erpnext/buying/doctype/purchase_order_item/purchase_order_item.json:None,Label of the sales_order_packed_item (Data) field in DocType 'Purchase Order | Item',,reviewed_glossary
erpnext,Sales Order Reference,مرجع أمر البيع,,erpnext/manufacturing/doctype/production_plan_item_reference/production_plan_item_reference.json:None,Label of the sales_order (Link) field in DocType 'Production Plan Item | Reference',,reviewed_glossary
erpnext,Sales Order Schedule,جدول أمر البيع,,erpnext/selling/doctype/sales_order_item/sales_order_item.json:None,Label of the sales_order_schedule_section (Section Break) field in DocType | 'Sales Order Item',,reviewed_glossary
erpnext,Sales Order Status,حالة أمر البيع,,erpnext/manufacturing/doctype/production_plan/production_plan.json:None,Label of the sales_order_status (Select) field in DocType 'Production Plan',,reviewed_glossary
erpnext,"Sales Order {0} already exists against Customer's Purchase Order {1}. To allow multiple Sales Orders, Enable {2} in {3}",,,erpnext/selling/doctype/sales_order/sales_order.py:342,,,
erpnext,Sales Partner ,شريك المبيعات,,erpnext/accounts/doctype/sales_partner_item/sales_partner_item.json:None,Label of the sales_partner (Link) field in DocType 'Sales Partner Item',,reviewed_glossary
erpnext,Sales Partner Item,عنصر شريك المبيعات,,erpnext/accounts/doctype/sales_partner_item/sales_partner_item.json:None,Name of a DocType,,reviewed_glossary
erpnext,Sales Partner Target Variance Based On Item Group,,,erpnext/selling/workspace/selling/selling.json:None,Label of a Link in the Selling Workspace,,
erpnext,Sales Person <b>{0}</b> is disabled.,,,erpnext/controllers/selling_controller.py:270,,,
erpnext,Sales Pipeline Analytics,تحليلات مسار المبيعات,,erpnext/crm/report/sales_pipeline_analytics/sales_pipeline_analytics.json:None; erpnext/crm/workspace/crm/crm.json:None,Name of a report | Label of a Link in the CRM Workspace,,reviewed_glossary
erpnext,Sales Pipeline by Stage,,,erpnext/selling/page/sales_funnel/sales_funnel.js:154,,,
erpnext,Sales Representative,مندوب مبيعات,,erpnext/setup/setup_wizard/data/designation.txt:28,,,reviewed_glossary
erpnext,Sales Update Frequency in Company and Project,تكرار تحديث المبيعات في الشركة والمشروع,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the sales_update_frequency (Select) field in DocType 'Selling | Settings',,reviewed_glossary
erpnext,Sales Value,قيمة المبيعات,,erpnext/selling/report/sales_order_trends/sales_order_trends.py:56,,,reviewed_glossary
erpnext,Salvage Value,قيمة الخردة,,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None,Label of the expected_value_after_useful_life (Currency) field in DocType | 'Asset Finance Book',,reviewed_glossary
erpnext,Salvage Value Percentage,نسبة قيمة الخردة,,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None,Label of the salvage_value_percentage (Percent) field in DocType 'Asset | Finance Book',,reviewed_glossary
erpnext,Same item and warehouse combination already entered.,,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:597,,,
erpnext,Save Changes and Load New Invoice,حفظ التغييرات وتحميل فاتورة جديدة,,erpnext/accounts/doctype/pos_profile/pos_profile.json:None,Option for the 'Action on New Invoice' (Select) field in DocType 'POS | Profile',,reviewed_glossary
erpnext,Savings,الوفورات,,erpnext/templates/includes/order/order_taxes.html:34; erpnext/templates/includes/order/order_taxes.html:85,,,reviewed_glossary
erpnext,Sazhen,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Scan Batch No,مسح رقم الدفعة,,erpnext/public/js/utils/serial_no_batch_selector.js:160,,,reviewed_glossary
erpnext,Scan Job Card Qrcode,,,erpnext/manufacturing/doctype/workstation/workstation.js:127; erpnext/manufacturing/doctype/workstation/workstation.js:154,,,
erpnext,Scan Mode,وضع المسح,,erpnext/stock/doctype/pick_list/pick_list.json:None; erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.json:None,Label of the scan_mode (Check) field in DocType 'Pick List' | Label of the scan_mode (Check) field in DocType 'Stock Reconciliation',,reviewed_glossary
erpnext,Scan Serial No,مسح الرقم التسلسلي,,erpnext/public/js/utils/serial_no_batch_selector.js:145,,,reviewed_glossary
erpnext,Scan barcode for item {0},,,erpnext/public/js/utils/barcode_scanner.js:200,,,
erpnext,"Scan mode enabled, existing quantity will not be fetched.",,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.js:109,,,
erpnext,Scanned Quantity,الكمية الممسوحة,,erpnext/public/js/utils/barcode_scanner.js:268,,,reviewed_glossary
erpnext,Scheduled Time Logs,سجلات الوقت المجدولة,,erpnext/manufacturing/doctype/job_card/job_card.json:None,Label of the scheduled_time_logs (Table) field in DocType 'Job Card',,reviewed_glossary
erpnext,Scheduler is Inactive. Can't trigger job now.,,,erpnext/accounts/doctype/process_payment_reconciliation/process_payment_reconciliation.py:185,,,
erpnext,Scheduler is Inactive. Can't trigger jobs now.,,,erpnext/accounts/doctype/process_payment_reconciliation/process_payment_reconciliation.py:237,,,
erpnext,Scheduler is inactive. Cannot enqueue job.,,,erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.py:671,,,
erpnext,Scheduler is inactive. Cannot merge accounts.,,,erpnext/accounts/doctype/ledger_merge/ledger_merge.py:39,,,
erpnext,Scheduling,الجدولة,,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json:None,Label of the scheduling_section (Section Break) field in DocType 'Stock | Reposting Settings',,reviewed_glossary
erpnext,Scheduling...,,,erpnext/utilities/doctype/rename_tool/rename_tool.js:23,,,
erpnext,"Scorecard variables can be used, as well as:
{total_score} (the total score from that period),
{period_number} (the number of periods to present day)
",,,erpnext/buying/doctype/supplier_scorecard/supplier_scorecard.json:None,Description of the 'Weighting Function' (Small Text) field in DocType | 'Supplier Scorecard',,
erpnext,Scrap & Process Loss,الهالك وخسارة العملية,,erpnext/manufacturing/doctype/bom/bom.json:None,Label of the scrap_section (Tab Break) field in DocType 'BOM',,reviewed_glossary
erpnext,Scrap Asset,تخريد الأصل,,erpnext/assets/doctype/asset/asset.js:104,,,reviewed_glossary
erpnext,Scrap Cost Per Qty,تكلفة الهالك لكل كمية,,erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None,Label of the scrap_cost_per_qty (Float) field in DocType 'Subcontracting | Receipt Item',,reviewed_glossary
erpnext,Scrap Item Code,كود صنف الهالك,,erpnext/manufacturing/doctype/job_card_scrap_item/job_card_scrap_item.json:None,Label of the item_code (Link) field in DocType 'Job Card Scrap Item',,reviewed_glossary
erpnext,Scrap Item Name,اسم صنف الهالك,,erpnext/manufacturing/doctype/job_card_scrap_item/job_card_scrap_item.json:None,Label of the item_name (Data) field in DocType 'Job Card Scrap Item',,reviewed_glossary
erpnext,Scrap Items Generated,أصناف الهالك المنشأة,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None,Label of the scrap_items_generated_section (Section Break) field in DocType | 'Subcontracting Inward Order',,reviewed_glossary
erpnext,Scrap date cannot be before purchase date,,,erpnext/assets/doctype/asset/depreciation.py:382,,,
erpnext,"Search by item code, serial number or barcode",البحث بكود الصنف أو الرقم التسلسلي أو الباركود,,erpnext/selling/page/point_of_sale/pos_item_selector.js:181,,,reviewed_glossary
erpnext,Second,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Secondary Party,الجهة الثانوية,,erpnext/accounts/doctype/party_link/party_link.json:None,Label of the secondary_party (Dynamic Link) field in DocType 'Party Link',,reviewed_glossary
erpnext,Secondary Role,الدور الثانوي,,erpnext/accounts/doctype/party_link/party_link.json:None,Label of the secondary_role (Link) field in DocType 'Party Link',,reviewed_glossary
erpnext,Secretary,,,erpnext/setup/setup_wizard/data/designation.txt:29,,,
erpnext,Securities & Commodity Exchanges,,,erpnext/setup/setup_wizard/data/industry_type.txt:42,,,
erpnext,Segregate Serial / Batch Bundle,فصل مجموعة التسلسل/الدفعة,,erpnext/stock/report/stock_ledger/stock_ledger.js:122,,,reviewed_glossary
erpnext,Select Accounting Dimension.,حدد بُعدا محاسبيا.,,erpnext/accounts/report/profitability_analysis/profitability_analysis.py:22,,,reviewed_glossary
erpnext,Select Alternative Items for Sales Order,تحديد أصناف بديلة لأمر البيع,,erpnext/selling/doctype/quotation/quotation.js:333,,,reviewed_glossary
erpnext,Select Batch No,تحديد رقم الدفعة,,erpnext/assets/doctype/asset_repair/asset_repair.js:234; erpnext/public/js/utils/sales_common.js:443; erpnext/stock/doctype/pick_list/pick_list.js:385,,,reviewed_glossary
erpnext,Select Columns and Filters,تحديد الأعمدة وعوامل التصفية,,erpnext/edi/doctype/code_list/code_list_import.js:109,,,reviewed_glossary
erpnext,Select Company Address,تحديد عنوان الشركة,,erpnext/public/js/print.js:102,,,reviewed_glossary
erpnext,Select Corrective Operation,تحديد عملية تصحيحية,,erpnext/manufacturing/doctype/job_card/job_card.js:533,,,reviewed_glossary
erpnext,Select Date of Birth. This will validate Employees age and prevent hiring of under-age staff.,,,erpnext/setup/doctype/employee/employee.js:120,,,
erpnext,"Select Date of joining. It will have impact on the first salary calculation, Leave allocation on pro-rata bases.",,,erpnext/setup/doctype/employee/employee.js:127,,,
erpnext,Select Dimension,تحديد البُعد,,erpnext/accounts/report/dimension_wise_accounts_balance_report/dimension_wise_accounts_balance_report.js:57,,,reviewed_glossary
erpnext,Select Dispatch Address ,تحديد عنوان الإرسال,,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json:None,Label of the dispatch_address (Link) field in DocType 'Purchase Invoice',,reviewed_glossary
erpnext,Select Finished Good,تحديد المنتج النهائي,,erpnext/buying/doctype/purchase_order/purchase_order.js:240; erpnext/selling/doctype/sales_order/sales_order.js:818,,,reviewed_glossary
erpnext,Select Items for Quality Inspection,تحديد أصناف لفحص الجودة,,erpnext/public/js/controllers/transaction.js:2841,,,reviewed_glossary
erpnext,Select Items up to Delivery Date,تحديد الأصناف حتى تاريخ التسليم,,erpnext/selling/doctype/sales_order/sales_order_list.js:87,,,reviewed_glossary
erpnext,Select Job Worker Address,تحديد عنوان منفذ العمل,,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None,Label of the supplier_address (Link) field in DocType 'Subcontracting | Receipt',,reviewed_glossary
erpnext,Select Serial No,تحديد الرقم التسلسلي,,erpnext/assets/doctype/asset_repair/asset_repair.js:234; erpnext/public/js/utils/sales_common.js:443; erpnext/stock/doctype/pick_list/pick_list.js:385,,,reviewed_glossary
erpnext,Select Serial and Batch,تحديد التسلسل والدفعة,,erpnext/assets/doctype/asset_repair/asset_repair.js:237; erpnext/public/js/utils/sales_common.js:446; erpnext/stock/doctype/pick_list/pick_list.js:388,,,reviewed_glossary
erpnext,Select Time,تحديد الوقت,,erpnext/www/book_appointment/index.js:73,,,reviewed_glossary
erpnext,Select View,تحديد العرض,,erpnext/accounts/report/balance_sheet/balance_sheet.js:28; erpnext/accounts/report/profit_and_loss_statement/profit_and_loss_statement.js:28,,,reviewed_glossary
erpnext,Select Vouchers to Match,تحديد السندات للمطابقة,,erpnext/public/js/bank_reconciliation_tool/dialog_manager.js:251,,,reviewed_glossary
erpnext,Select Warehouses to get Stock for Materials Planning,تحديد المستودعات لجلب المخزون لتخطيط المواد,,erpnext/manufacturing/doctype/production_plan/production_plan.js:551,,,reviewed_glossary
erpnext,Select a Company this Employee belongs to.,حدد الشركة التي ينتمي إليها هذا الموظف.,,erpnext/setup/doctype/employee/employee.js:115,,,reviewed_glossary
erpnext,Select a Customer,تحديد عميل,,erpnext/buying/doctype/supplier/supplier.js:190,,,reviewed_glossary
erpnext,Select a Payment Method.,تحديد طريقة دفع.,,erpnext/selling/page/point_of_sale/pos_payment.js:146,,,reviewed_glossary
erpnext,Select an Item Group.,تحديد مجموعة أصناف.,,erpnext/stock/doctype/item/item.js:1041,,,reviewed_glossary
erpnext,Select an invoice to load summary data,حدد فاتورة لتحميل بيانات الملخص,,erpnext/selling/page/point_of_sale/pos_past_order_summary.js:19,,,reviewed_glossary
erpnext,Select an item from each set to be used in the Sales Order.,,,erpnext/selling/doctype/quotation/quotation.js:348,,,
erpnext,Select at least one value from each of the attributes.,حدد قيمة واحدة على الأقل من كل خاصية.,,erpnext/stock/doctype/item/item.js:721,,,reviewed_glossary
erpnext,Select the Default Workstation where the Operation will be performed. This will be fetched in BOMs and Work Orders.,,,erpnext/manufacturing/doctype/operation/operation.js:25,,,
erpnext,Select the Item to be manufactured.,,,erpnext/manufacturing/doctype/work_order/work_order.js:1121,,,
erpnext,"Select the Item to be manufactured. The Item name, UoM, Company, and Currency will be fetched automatically.",,,erpnext/manufacturing/doctype/bom/bom.js:928,,,
erpnext,Select the Warehouse,,,erpnext/manufacturing/doctype/production_plan/production_plan.js:432; erpnext/manufacturing/doctype/production_plan/production_plan.js:445,,,
erpnext,Select the date,,,erpnext/assets/doctype/asset/asset.js:807,,,
erpnext,Select the date and your timezone,,,erpnext/www/book_appointment/index.html:16,,,
erpnext,Select the raw materials (Items) required to manufacture the Item,,,erpnext/manufacturing/doctype/bom/bom.js:947,,,
erpnext,"Select whether to get items from a Sales Order or a Material Request. For now select <b>Sales Order</b>.
 A Production Plan can also be created manually where you can select the Items to manufacture.",,,erpnext/manufacturing/doctype/production_plan/production_plan.js:707,,,
erpnext,Select your weekly off day,,,erpnext/setup/doctype/holiday_list/holiday_list.js:65,,,
erpnext,Selected Print Format does not exist.,تنسيق الطباعة المحدد غير موجود.,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.py:121,,,reviewed_glossary
erpnext,Selected Serial and Batch Bundle entries have been fixed.,,,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.py:163,,,
erpnext,Selected Vouchers,السندات المحددة,,erpnext/accounts/doctype/repost_payment_ledger/repost_payment_ledger.json:None,Label of the repost_vouchers (Table) field in DocType 'Repost Payment | Ledger',,reviewed_glossary
erpnext,Selected date is,التاريخ المحدد هو,,erpnext/www/book_appointment/index.html:43,,,reviewed_glossary
erpnext,Selected document must be in submitted state,,,erpnext/public/js/bulk_transaction_processing.js:34,,,
erpnext,Self delivery,تسليم ذاتي,,erpnext/stock/doctype/shipment/shipment.json:None,Option for the 'Pickup Type' (Select) field in DocType 'Shipment',,reviewed_glossary
erpnext,Sell Asset,,,erpnext/assets/doctype/asset/asset.js:112,,,
erpnext,Semi Finished Good / Finished Good,منتج نصف نهائي/منتج نهائي,,erpnext/manufacturing/doctype/job_card/job_card.json:None,Label of the semi_finished_good__finished_good_section (Section Break) field | in DocType 'Job Card',,reviewed_glossary
erpnext,Semi Finished Goods / Finished Goods,منتجات نصف نهائية/منتجات نهائية,,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None,Label of the finished_good (Link) field in DocType 'Work Order Operation',,reviewed_glossary
erpnext,Send Document Print,إرسال نسخة مطبوعة من المستند,,erpnext/buying/doctype/request_for_quotation/request_for_quotation.json:None,Label of the send_document_print (Check) field in DocType 'Request for | Quotation',,reviewed_glossary
erpnext,Send Emails,إرسال رسائل بريد,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.js:11,,,reviewed_glossary
erpnext,Send regular summary reports via Email.,,,erpnext/setup/doctype/email_digest/email_digest.json:None,Description of a DocType,,
erpnext,Sequential,تسلسلي,,erpnext/telephony/doctype/incoming_call_settings/incoming_call_settings.json:None,Option for the 'Call Routing' (Select) field in DocType 'Incoming Call | Settings',,reviewed_glossary
erpnext,Serial & Batch Item,صنف تسلسلي ودفعة,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the serial_and_batch_item_settings_tab (Tab Break) field in DocType | 'Stock Settings',,reviewed_glossary
